symbol,entry_dt,open,high,low,close,volume,ret_1,ret_3,ret_6,vol_60,vwap,dev_vwap,dev_vwap_z,vol_z,time_minutes,time_of_day_norm,future_ret,label_up,proba_up,exit_dt,trade_ret_raw,trade_ret,pnl_dollars,entry_price,exit_price_est
BEX,2025-11-13 17:35:00+00:00,16.600000381469727,16.600000381469727,16.358200073242188,16.358999252319336,2258.0,-0.010793718822851961,0.013568765238699765,0.016086886007015577,8075.676470588235,18.248783045152354,-1.8897837928330183,0.05513033113180042,-1.2249745354944948,1055,2.7051282051282053,-0.07329295554171722,0,0.7016657013788842,2025-11-13 18:05:00+00:00,-0.07329295554171722,-0.02,-50.0,16.358999252319336,16.031819267272947
BEX,2025-11-13 18:20:00+00:00,15.050000190734863,15.050000190734863,15.010000228881836,15.010000228881836,1025.0,-0.01702686451130031,-0.00989443403958079,-0.06128827743990628,6858.2558139534885,18.076308021698047,-3.066307792816211,-0.8294099297018809,-1.4017604736102367,1100,2.8205128205128207,-0.040639613660885754,0,0.713346348212903,2025-11-13 18:50:00+00:00,-0.040639613660885754,-0.02,-50.0,15.010000228881836,14.7098002243042
BEX,2025-11-13 18:50:00+00:00,14.84000015258789,14.84000015258789,14.399999618530272,14.399999618530272,1358.0,-0.05075810506863121,-6.953827052069705e-06,-0.040639613660885754,6598.0,17.814372473887346,-3.4143728553570742,-1.0498171346061136,-1.2379862553002248,1130,2.8974358974358974,0.05000001986821556,1,0.8030607054867184,2025-11-13 19:20:00+00:00,0.05000001986821556,0.05,125.0,14.399999618530272,15.119999599456786
BEX,2025-11-13 19:40:00+00:00,15.59000015258789,15.59000015258789,15.300000190734863,15.300000190734863,1036.0,-0.02395456140806629,0.011904782178450812,0.06700514460843676,6819.724137931034,17.304417682714384,-2.0044174919795203,0.23474569486722074,-0.8849472947450056,1180,3.0256410256410255,0.05751634663206184,1,0.9333569149019184,2025-11-13 20:10:00+00:00,0.05751634663206184,0.05,125.0,15.300000190734863,16.06500020027161
BEX,2025-11-13 19:45:00+00:00,15.420000076293944,15.54800033569336,15.399999618530272,15.54800033569336,18098.0,0.016209159599140044,0.012899019498569642,0.04069616950380528,7010.881355932203,17.22756948754468,-1.6795691518513216,0.5236224130342398,-0.768774147518815,1185,3.0384615384615383,0.05672755019548248,1,0.9080849489690774,2025-11-13 20:15:00+00:00,0.05672755019548248,0.05,125.0,15.54800033569336,16.325400352478027
BEX,2025-11-13 19:50:00+00:00,15.552499771118164,15.619999885559082,15.335000038146973,15.335000038146973,3837.0,-0.013699530032643792,-0.0217217874870117,0.02234016073334244,6957.983333333334,17.21017510608516,-1.8751750679381871,0.3418156012141471,-0.7849113398276459,1190,3.051282051282051,0.04923378627732622,1,0.9391920952847845,2025-11-13 20:20:00+00:00,0.04923378627732622,0.04923378627732622,123.08446569331555,15.335000038146973,16.09000015258789
BEX,2025-11-13 19:55:00+00:00,15.5,15.510000228881836,15.239999771118164,15.510000228881836,800.0,0.011411815474374754,0.01372549251823818,0.025793673695410524,6971.316666666667,17.206923353303495,-1.6969231244216587,0.5005512431447301,-0.7657271474085872,1195,3.0641025641025643,0.06254025138879205,1,0.898531022408212,2025-11-13 20:25:00+00:00,0.06254025138879205,0.05,125.0,15.510000228881836,16.285500240325927
BEX,2025-11-13 20:00:00+00:00,15.677200317382812,15.677200317382812,15.350000381469728,15.507100105285645,15764.0,-0.0001869841104702452,-0.002630578178842713,0.010234509440505635,7193.65,17.145187502980477,-1.6380873976948322,0.601150409180246,-0.6351525245281927,1200,3.076923076923077,0.06138475421197298,1,0.8940266471049223,2025-11-13 20:30:00+00:00,0.06138475421197298,0.05,125.0,15.507100105285645,16.28245511054993
BEX,2025-11-13 20:05:00+00:00,15.68809986114502,15.68809986114502,15.68809986114502,15.68809986114502,188.0,0.011672056969418865,0.02302574647014577,0.0008037986115796425,6745.783333333334,17.144556657931034,-1.4564567967860143,0.8187814873241539,-0.8680456826292173,1205,3.08974358974359,0.04665320986142074,1,0.7383154768519268,2025-11-13 20:35:00+00:00,0.04665320986142074,0.04665320986142074,116.63302465355186,15.68809986114502,16.420000076293945
BEX,2025-11-13 20:10:00+00:00,15.859600067138672,16.239999771118164,15.859600067138672,16.18000030517578,2523.0,0.03135500464584995,0.043197941096500436,0.05751634663206184,6140.266666666666,17.13898469825121,-0.9589843930754292,1.4019269605612592,-1.1766893396447784,1210,3.1025641025641026,0.027194099243426306,1,0.7845938904174703,2025-11-13 20:40:00+00:00,0.027194099243426306,0.027194099243426306,67.98524810856577,16.18000030517578,16.6200008392334
BEX,2025-11-13 20:15:00+00:00,16.479999542236328,16.479999542236328,16.31999969482422,16.43000030517578,5700.0,0.015451173997816703,0.059514686409715134,0.05672755019548248,6210.2,17.12985106844895,-0.6998507632731688,1.6837785430851153,-1.1150575335363853,1215,3.1153846153846154,0.010955587451759063,1,0.7705863845475172,2025-11-13 20:45:00+00:00,0.010955587451759063,0.010955587451759063,27.38896862939766,16.43000030517578,16.610000610351562
BEX,2025-11-13 20:20:00+00:00,16.34000015258789,16.34000015258789,16.09000015258789,16.09000015258789,2024.0,-0.020693861611237097,0.025618162492595076,0.04923378627732622,6128.433333333333,17.125115944879948,-1.035115792292057,1.3862354611500052,-1.1364073384704378,1220,3.128205128205128,0.00310747275241674,0,0.7836995692644045,2025-11-13 20:50:00+00:00,0.00310747275241674,0.00310747275241674,7.76868188104185,16.09000015258789,16.139999389648438
BEX,2025-11-13 20:25:00+00:00,16.280000686645508,16.479999542236328,16.26799964904785,16.479999542236328,28732.0,0.024238619387813465,0.01854136164413922,0.06254025138879205,6597.866666666667,17.085946264440487,-0.605946722204159,1.919213495427271,-0.8656765904552018,1225,3.141025641025641,-0.0376213533240759,0,0.7702494928368679,2025-11-13 20:55:00+00:00,-0.0376213533240759,-0.02,-50.0,16.479999542236328,16.1503995513916
BEX,2025-11-13 20:30:00+00:00,16.479999542236328,16.7450008392334,16.440000534057617,16.458999633789062,14504.0,-0.0012742663246709807,0.0017650230112378207,0.06138475421197298,5963.266666666666,17.067301661392456,-0.6083020276033935,1.9585556787867908,-1.1892002837487707,1230,3.1538461538461537,-0.13857463493955913,0,0.7810581252989947,2025-11-13 21:00:00+00:00,-0.13857463493955913,-0.02,-50.0,16.458999633789062,16.12981964111328
BEX,2025-11-13 20:35:00+00:00,16.360000610351562,16.56999969482422,16.360000610351562,16.420000076293945,2667.0,-0.002369497439872026,0.020509628376416122,0.04665320986142074,5967.6,17.063781228652488,-0.6437811523585424,1.9464431458554339,-1.1632578112457337,1235,3.1666666666666665,-0.08211327490248643,0,0.7573442660205917,2025-11-13 21:05:00+00:00,-0.08211327490248643,-0.02,-50.0,16.420000076293945,16.091600074768067
BEX,2025-11-13 20:45:00+00:00,16.540000915527344,16.8799991607666,16.540000915527344,16.610000610351562,1087.0,-0.0006016984582954965,0.009174371463773978,0.010955587451759063,5866.85,17.06252996703985,-0.452529356688288,2.0687935277616347,-1.2324001417073958,1245,3.1923076923076925,0.03702587287895032,1,0.7188061667852719,2025-11-13 21:15:00+00:00,0.03702587287895032,0.03702587287895032,92.56468219737579,16.610000610351562,17.225000381469727
BEX,2025-11-13 20:50:00+00:00,16.299999237060547,16.299999237060547,16.139999389648438,16.139999389648438,13635.0,-0.028296279556438653,-0.0170524168906524,0.00310747275241674,5922.533333333334,17.03764027175685,-0.8976408821084121,1.5190551683028446,-1.204759178824602,1250,3.2051282051282053,0.05338295591306452,1,0.7654209074600961,2025-11-13 21:20:00+00:00,0.05338295591306452,0.05,125.0,16.139999389648438,16.94699935913086
BEX,2025-11-13 20:55:00+00:00,15.899999618530272,15.970000267028809,15.699999809265137,15.859999656677246,0.0,-0.01734818733331378,-0.04572810735135968,-0.0376213533240759,5900.666666666667,17.03764027175685,-1.1776406150796035,1.17655928813554,-1.2121599999405432,1255,3.217948717948718,0.09773652671926714,1,0.7988014906008406,2025-11-13 21:25:00+00:00,0.09773652671926714,0.05,125.0,15.859999656677246,16.65299963951111
BEX,2025-11-17 19:35:00+00:00,16.030000686645508,16.030000686645508,16.030000686645508,16.030000686645508,112.0,-0.02256091100555302,-0.059272310716925736,-0.05455613336613685,5001.8,17.40660669295433,-1.3766060063088226,-1.9112473866279984,1.5508166214578245,1175,3.0128205128205128,0.00868991807444175,1,0.737826212221107,2025-11-17 20:05:00+00:00,0.00868991807444175,0.00868991807444175,21.724795186104373,16.030000686645508,16.169300079345703
BEX,2025-11-17 19:40:00+00:00,16.0,16.0,15.899999618530272,15.960000038146973,2013.0,-0.004366852495324758,-0.03331315464022333,-0.06557376408442406,5025.05,17.39555584803276,-1.4355558098857877,-1.9570274717388072,1.5421143688319932,1180,3.0256410256410255,0.016917262120552223,1,0.7571558572677721,2025-11-17 20:10:00+00:00,0.016917262120552223,0.016917262120552223,42.29315530138056,15.960000038146973,16.229999542236328
BEX,2025-11-17 19:50:00+00:00,16.045000076293945,16.045000076293945,16.045000076293945,16.045000076293945,166.0,0.00532581691377243,-0.021646314054496463,-0.05839206489283255,4998.816666666667,17.394705594661747,-1.3497055183678022,-1.7937214073765642,1.4431030096154451,1190,3.051282051282051,0.009037111690507693,1,0.7639893166230011,2025-11-17 20:20:00+00:00,0.009037111690507693,0.009037111690507693,22.592779226269233,16.045000076293945,16.190000534057617
BEX,2025-11-17 19:55:00+00:00,16.045000076293945,16.045000076293945,15.899999618530272,15.927499771118164,30105.0,-0.007323172615585349,-0.006394317600543653,-0.06528762233782726,5495.766666666666,17.244355228343256,-1.316855457225092,-1.7116920010585022,2.1325779888051617,1195,3.0641025641025643,0.006435468027016444,0,0.7803656445900411,2025-11-17 20:25:00+00:00,0.006435468027016444,0.006435468027016444,16.08867006754111,15.927499771118164,16.030000686645508
BEX,2025-11-17 20:00:00+00:00,15.90999984741211,15.90999984741211,15.699999809265137,15.720000267028809,25542.0,-0.013027751189525705,-0.015037579608052964,-0.047849785033378556,5585.05,17.122425544317334,-1.4024252772885255,-1.8245159172384242,2.142699770629402,1200,3.076923076923077,0.020356275003996283,1,0.8140380445757943,2025-11-17 20:30:00+00:00,0.020356275003996283,0.020356275003996283,50.890687509990705,15.720000267028809,16.040000915527344
BEX,2025-11-17 20:35:00+00:00,16.139999389648438,16.239999771118164,16.030000686645508,16.030000686645508,630.0,-0.009882633856344247,-0.008615053961311125,0.006435468027016444,5483.933333333333,17.094998505906798,-1.06499781926129,-1.257829411468963,1.5641237070592195,1235,3.1666666666666665,0.05676854700138745,1,0.7317984056717044,2025-11-17 21:05:00+00:00,0.05676854700138745,0.05,125.0,16.030000686645508,16.831500720977782
BEX,2025-11-17 20:40:00+00:00,16.040000915527344,16.040000915527344,16.040000915527344,16.040000915527344,101.0,0.0006238445697739348,-0.01170663167392827,0.020356275003996283,5182.616666666667,17.094674766076185,-1.0546738505488413,-1.1958176897664796,1.1090173486132724,1240,3.1794871794871793,0.012468755871280157,1,0.7449320531980772,2025-11-17 21:10:00+00:00,0.012468755871280157,0.012468755871280157,31.171889678200394,16.040000915527344,16.239999771118164
BEX,2025-11-17 20:45:00+00:00,16.405000686645508,16.489999771118164,16.405000686645508,16.489999771118164,906.0,0.02805478989438237,0.018529909028073277,0.023587780656099566,5139.716666666666,17.093014874651637,-0.6030151035334725,-0.3320167144598564,1.0155685698364056,1245,3.1923076923076925,-0.021831450294019672,0,0.7314865559039658,2025-11-17 21:15:00+00:00,-0.021831450294019672,-0.02,-50.0,16.489999771118164,16.1601997756958
BEX,2025-11-17 20:50:00+00:00,16.489999771118164,16.489999771118164,16.420000076293945,16.420000076293945,833.0,-0.004244978520061671,0.024329343290256045,0.015504690723656012,5093.716666666666,17.09132051988722,-0.6713204435932738,-0.4493166121868306,0.9208075959522921,1250,3.2051282051282053,-0.007308211856018598,0,0.7713748821260108,2025-11-17 21:20:00+00:00,-0.007308211856018598,-0.007308211856018598,-18.270529640046497,16.420000076293945,16.299999237060547
BEX,2025-11-18 20:15:00+00:00,16.920000076293945,16.920000076293945,16.81999969482422,16.81999969482422,3623.0,-0.005910188003476091,-0.031106042427518577,-0.01175092582610493,4225.05,17.07919072209244,-0.25919102726822274,-0.3303022206209346,-1.6996031383012409,1215,3.1153846153846154,-0.052913163245912886,0,0.7025421390914073,2025-11-18 20:45:00+00:00,-0.052913163245912886,-0.02,-50.0,16.81999969482422,16.483599700927734
BEX,2025-11-18 20:20:00+00:00,16.860000610351562,16.8799991607666,16.760000228881836,16.760000228881836,441.0,-0.003567150239654593,-0.028405783832937015,-0.014772469900726781,4221.9,17.078630970358642,-0.3186307414768059,-0.4945119620361186,-1.633607469239312,1220,3.128205128205128,-0.035799544944860484,0,0.7809493983476795,2025-11-18 20:50:00+00:00,-0.035799544944860484,-0.02,-50.0,16.760000228881836,16.4248002243042
BEX,2025-11-18 20:25:00+00:00,16.479999542236328,16.520000457763672,16.469999313354492,16.5,9175.0,-0.015513139936226716,-0.02482269943263138,-0.04734409406885043,4373.133333333333,17.05826281566386,-0.5582628156638592,-1.0518298630555405,-1.3568044340872167,1225,3.141025641025641,-0.019999995376124513,0,0.7712529962277834,2025-11-18 20:55:00+00:00,-0.019999995376124513,-0.019999995376124513,-49.999988440311284,16.5,16.170000076293945
BEX,2025-11-18 20:30:00+00:00,16.459999084472656,16.459999084472656,16.15130043029785,16.15130043029785,6311.0,-0.02113330725467566,-0.03975619956355503,-0.06962558396069285,4463.216666666666,17.036822002006215,-0.8855215717083631,-1.7321883631951862,-1.1880255280577712,1230,3.1538461538461537,0.01818424874169411,1,0.7447717258143368,2025-11-18 21:00:00+00:00,0.01818424874169411,0.01818424874169411,45.46062185423527,16.15130043029785,16.44499969482422
BEX,2025-11-18 20:35:00+00:00,16.139999389648438,16.18000030517578,16.1200008392334,16.18000030517578,366.0,0.0017769389531070434,-0.0346062002258547,-0.06202896781589673,4455.433333333333,17.035648914685712,-0.8556486095099309,-1.6449219775925503,-1.170249218763642,1235,3.1666666666666665,-0.015513003685025617,0,0.7615608997159629,2025-11-18 21:05:00+00:00,-0.015513003685025617,-0.015513003685025617,-38.782509212564044,16.18000030517578,15.928999900817873
BEX,2025-11-18 20:40:00+00:00,16.18000030517578,16.18000030517578,16.0,16.0,1881.0,-0.011124864139724466,-0.030303030303030276,-0.05437352672255169,4486.783333333334,17.028412640708723,-1.0284126407087228,-1.9338092008962549,-1.0997019693479595,1240,3.1794871794871793,0.006875038146972656,0,0.7820442705994797,2025-11-18 21:10:00+00:00,0.006875038146972656,0.006875038146972656,17.18759536743164,16.0,16.110000610351562
BEX,2025-11-18 20:45:00+00:00,15.979999542236328,15.994999885559082,15.90999984741211,15.93000030517578,4026.0,-0.004374980926513783,-0.013701690837657932,-0.052913163245912886,4450.916666666667,17.012227889734806,-1.0822275845590266,-1.942327691733438,-1.1241994478360535,1245,3.1923076923076925,0.030834870307479445,1,0.7759726580425247,2025-11-18 21:15:00+00:00,0.030834870307479445,0.030834870307479445,77.08717576869861,15.93000030517578,16.421199798583984
BEX,2025-11-18 20:50:00+00:00,15.989999771118164,16.219999313354492,15.989999771118164,16.15999984741211,5762.0,0.01443813796799498,-0.001236122211769941,-0.035799544944860484,4359.633333333333,16.994627079756622,-0.8346272323445127,-1.3921309567331412,-1.2221147535527677,1250,3.2051282051282053,0.10024757763180481,1,0.7420704621956796,2025-11-18 21:20:00+00:00,0.10024757763180481,0.05,125.0,16.15999984741211,16.967999839782717
BEX,2025-11-18 20:55:00+00:00,16.190000534057617,16.190000534057617,16.110000610351562,16.170000076293945,0.0,0.0006188260505111121,0.010625004768371582,-0.019999995376124513,4314.5,16.994627079756622,-0.8246270034626768,-1.3370700158625877,-1.2502381833221545,1255,3.217948717948718,0.13358069494252978,1,0.7589285787946112,2025-11-18 21:25:00+00:00,0.13358069494252978,0.05,125.0,16.170000076293945,16.978500080108642
BEX,2025-11-20 19:15:00+00:00,13.630000114440918,13.630000114440918,13.630000114440918,13.630000114440918,319.0,-0.018852708912436178,-0.0064583964054211185,-0.03650400955238309,8507.9,17.62667012468995,-3.9966700102490336,-1.3264886255700838,1.3832761332494883,1155,2.9615384615384617,0.01606748795540125,1,0.7033845188689954,2025-11-20 19:45:00+00:00,0.01606748795540125,0.01606748795540125,40.16871988850313,13.630000114440918,13.848999977111815
BEX,2025-11-20 19:30:00+00:00,13.5,13.5,13.449999809265137,13.45009994506836,13532.0,-0.04419411772958015,-0.03180271348793651,-0.03365305193254631,8611.75,17.51472948712455,-4.064629542056192,-1.2905108775783534,1.3915678221688201,1170,3.0,-0.029955148569300483,0,0.8970997896056127,2025-11-20 20:00:00+00:00,-0.029955148569300483,-0.02,-50.0,13.45009994506836,13.181097946166991
