,equity
2025-09-05 14:15:00+00:00,100000.0
2025-09-05 14:15:00+00:00,100000.0
2025-09-05 14:15:00+00:00,100000.0
2025-09-05 14:15:00+00:00,100000.0
2025-09-05 14:15:00+00:00,100000.0
2025-09-05 14:15:00+00:00,100000.0
2025-09-05 14:20:00+00:00,100000.0
2025-09-05 14:20:00+00:00,100000.0
2025-09-05 14:20:00+00:00,100000.0
2025-09-05 14:20:00+00:00,100000.0
2025-09-05 14:20:00+00:00,100000.0
2025-09-05 14:20:00+00:00,100000.0
2025-09-05 14:20:00+00:00,100000.0
2025-09-05 14:20:00+00:00,100000.0
2025-09-05 14:25:00+00:00,100000.0
2025-09-05 14:25:00+00:00,100000.0
2025-09-05 14:25:00+00:00,100000.0
2025-09-05 14:25:00+00:00,100000.0
2025-09-05 14:25:00+00:00,100000.0
2025-09-05 14:25:00+00:00,100000.0
2025-09-05 14:25:00+00:00,100000.0
2025-09-05 14:25:00+00:00,100000.0
2025-09-05 14:30:00+00:00,100000.0
2025-09-05 14:30:00+00:00,100000.0
2025-09-05 14:30:00+00:00,100000.0
2025-09-05 14:30:00+00:00,100000.0
2025-09-05 14:30:00+00:00,100000.0
2025-09-05 14:30:00+00:00,100000.0
2025-09-05 14:30:00+00:00,100000.0
2025-09-05 14:30:00+00:00,100000.0
2025-09-05 14:35:00+00:00,100000.0
2025-09-05 14:35:00+00:00,100000.0
2025-09-05 14:35:00+00:00,100000.0
2025-09-05 14:35:00+00:00,100000.0
2025-09-05 14:35:00+00:00,100000.0
2025-09-05 14:35:00+00:00,100000.0
2025-09-05 14:35:00+00:00,100000.0
2025-09-05 14:40:00+00:00,100000.0
2025-09-05 14:40:00+00:00,100000.0
2025-09-05 14:40:00+00:00,100000.0
2025-09-05 14:40:00+00:00,100000.0
2025-09-05 14:40:00+00:00,100000.0
2025-09-05 14:40:00+00:00,100000.0
2025-09-05 14:40:00+00:00,100000.0
2025-09-05 14:40:00+00:00,100000.0
2025-09-05 14:45:00+00:00,100000.0
2025-09-05 14:45:00+00:00,100000.0
2025-09-05 14:45:00+00:00,100000.0
2025-09-05 14:45:00+00:00,100000.0
2025-09-05 14:45:00+00:00,100000.0
2025-09-05 14:45:00+00:00,100000.0
2025-09-05 14:45:00+00:00,100000.0
2025-09-05 14:45:00+00:00,100000.0
2025-09-05 14:50:00+00:00,100000.0
2025-09-05 14:50:00+00:00,100000.0
2025-09-05 14:50:00+00:00,100000.0
2025-09-05 14:50:00+00:00,100000.0
2025-09-05 14:50:00+00:00,100000.0
2025-09-05 14:50:00+00:00,100000.0
2025-09-05 14:50:00+00:00,100000.0
2025-09-05 14:55:00+00:00,100000.0
2025-09-05 14:55:00+00:00,100000.0
2025-09-05 14:55:00+00:00,100000.0
2025-09-05 14:55:00+00:00,100000.0
2025-09-05 14:55:00+00:00,100000.0
2025-09-05 14:55:00+00:00,100000.0
2025-09-05 14:55:00+00:00,100000.0
2025-09-05 14:55:00+00:00,100000.0
2025-09-05 15:00:00+00:00,100000.0
2025-09-05 15:00:00+00:00,100000.0
2025-09-05 15:00:00+00:00,100000.0
2025-09-05 15:00:00+00:00,100000.0
2025-09-05 15:00:00+00:00,100000.0
2025-09-05 15:00:00+00:00,100000.0
2025-09-05 15:00:00+00:00,100000.0
2025-09-05 15:00:00+00:00,100000.0
2025-09-05 15:05:00+00:00,100000.0
2025-09-05 15:05:00+00:00,100000.0
2025-09-05 15:05:00+00:00,100000.0
2025-09-05 15:05:00+00:00,100000.0
2025-09-05 15:05:00+00:00,100000.0
2025-09-05 15:05:00+00:00,100000.0
2025-09-05 15:05:00+00:00,100000.0
2025-09-05 15:05:00+00:00,100000.0
2025-09-05 15:10:00+00:00,100000.0
2025-09-05 15:10:00+00:00,100000.0
2025-09-05 15:10:00+00:00,100000.0
2025-09-05 15:10:00+00:00,100000.0
2025-09-05 15:10:00+00:00,100000.0
2025-09-05 15:10:00+00:00,100000.0
2025-09-05 15:10:00+00:00,100000.0
2025-09-05 15:10:00+00:00,100000.0
2025-09-05 15:15:00+00:00,100000.0
2025-09-05 15:15:00+00:00,100000.0
2025-09-05 15:15:00+00:00,100000.0
2025-09-05 15:15:00+00:00,100000.0
2025-09-05 15:15:00+00:00,100000.0
2025-09-05 15:15:00+00:00,100000.0
2025-09-05 15:15:00+00:00,100000.0
2025-09-05 15:20:00+00:00,100000.0
2025-09-05 15:20:00+00:00,100000.0
2025-09-05 15:20:00+00:00,100000.0
2025-09-05 15:20:00+00:00,100000.0
2025-09-05 15:20:00+00:00,100000.0
2025-09-05 15:20:00+00:00,100000.0
2025-09-05 15:20:00+00:00,100000.0
2025-09-05 15:25:00+00:00,100000.0
2025-09-05 15:25:00+00:00,100000.0
2025-09-05 15:25:00+00:00,100000.0
2025-09-05 15:25:00+00:00,100000.0
2025-09-05 15:25:00+00:00,100000.0
2025-09-05 15:25:00+00:00,100000.0
2025-09-05 15:25:00+00:00,100000.0
2025-09-05 15:30:00+00:00,100000.0
2025-09-05 15:30:00+00:00,100000.0
2025-09-05 15:30:00+00:00,100000.0
2025-09-05 15:30:00+00:00,100000.0
2025-09-05 15:30:00+00:00,100000.0
2025-09-05 15:30:00+00:00,100000.0
2025-09-05 15:30:00+00:00,100000.0
2025-09-05 15:30:00+00:00,100000.0
2025-09-05 15:35:00+00:00,100000.0
2025-09-05 15:35:00+00:00,100000.0
2025-09-05 15:35:00+00:00,100000.0
2025-09-05 15:35:00+00:00,100000.0
2025-09-05 15:35:00+00:00,100000.0
2025-09-05 15:35:00+00:00,100000.0
2025-09-05 15:40:00+00:00,100000.0
2025-09-05 15:40:00+00:00,100000.0
2025-09-05 15:40:00+00:00,100000.0
2025-09-05 15:40:00+00:00,100000.0
2025-09-05 15:40:00+00:00,100000.0
2025-09-05 15:40:00+00:00,100000.0
2025-09-05 15:40:00+00:00,100000.0
2025-09-05 15:40:00+00:00,100000.0
2025-09-05 15:45:00+00:00,100000.0
2025-09-05 15:45:00+00:00,100000.0
2025-09-05 15:45:00+00:00,100000.0
2025-09-05 15:45:00+00:00,100000.0
2025-09-05 15:45:00+00:00,100000.0
2025-09-05 15:45:00+00:00,100000.0
2025-09-05 15:45:00+00:00,100000.0
2025-09-05 15:45:00+00:00,100000.0
2025-09-05 15:50:00+00:00,100000.0
2025-09-05 15:50:00+00:00,100000.0
2025-09-05 15:50:00+00:00,100000.0
2025-09-05 15:50:00+00:00,100000.0
2025-09-05 15:50:00+00:00,100000.0
2025-09-05 15:50:00+00:00,100000.0
2025-09-05 15:50:00+00:00,100000.0
2025-09-05 15:50:00+00:00,100000.0
2025-09-05 15:55:00+00:00,100000.0
2025-09-05 15:55:00+00:00,100000.0
2025-09-05 15:55:00+00:00,100000.0
2025-09-05 15:55:00+00:00,100000.0
2025-09-05 15:55:00+00:00,100000.0
2025-09-05 15:55:00+00:00,100000.0
2025-09-05 15:55:00+00:00,100000.0
2025-09-05 16:00:00+00:00,100000.0
2025-09-05 16:00:00+00:00,100000.0
2025-09-05 16:00:00+00:00,100000.0
2025-09-05 16:00:00+00:00,100000.0
2025-09-05 16:00:00+00:00,100000.0
2025-09-05 16:00:00+00:00,100000.0
2025-09-05 16:00:00+00:00,100000.0
2025-09-05 16:00:00+00:00,100000.0
2025-09-05 16:05:00+00:00,100000.0
2025-09-05 16:05:00+00:00,100000.0
2025-09-05 16:05:00+00:00,100000.0
2025-09-05 16:05:00+00:00,100000.0
2025-09-05 16:05:00+00:00,100000.0
2025-09-05 16:05:00+00:00,100000.0
2025-09-05 16:05:00+00:00,100000.0
2025-09-05 16:05:00+00:00,100000.0
2025-09-05 16:10:00+00:00,100000.0
2025-09-05 16:10:00+00:00,100000.0
2025-09-05 16:10:00+00:00,100000.0
2025-09-05 16:10:00+00:00,100000.0
2025-09-05 16:10:00+00:00,100000.0
2025-09-05 16:10:00+00:00,100000.0
2025-09-05 16:10:00+00:00,100000.0
2025-09-05 16:10:00+00:00,100000.0
2025-09-05 16:15:00+00:00,100000.0
2025-09-05 16:15:00+00:00,100000.0
2025-09-05 16:15:00+00:00,100000.0
2025-09-05 16:15:00+00:00,100000.0
2025-09-05 16:15:00+00:00,100000.0
2025-09-05 16:15:00+00:00,100000.0
2025-09-05 16:15:00+00:00,100000.0
2025-09-05 16:15:00+00:00,100000.0
2025-09-05 16:20:00+00:00,100000.0
2025-09-05 16:20:00+00:00,100000.0
2025-09-05 16:20:00+00:00,100000.0
2025-09-05 16:20:00+00:00,100000.0
2025-09-05 16:20:00+00:00,100000.0
2025-09-05 16:20:00+00:00,100000.0
2025-09-05 16:20:00+00:00,100000.0
2025-09-05 16:20:00+00:00,100000.0
2025-09-05 16:25:00+00:00,100000.0
2025-09-05 16:25:00+00:00,100000.0
2025-09-05 16:25:00+00:00,100000.0
2025-09-05 16:25:00+00:00,100000.0
2025-09-05 16:25:00+00:00,100000.0
2025-09-05 16:25:00+00:00,100000.0
2025-09-05 16:25:00+00:00,100000.0
2025-09-05 16:25:00+00:00,100000.0
2025-09-05 16:30:00+00:00,100000.0
2025-09-05 16:30:00+00:00,100000.0
2025-09-05 16:30:00+00:00,100000.0
2025-09-05 16:30:00+00:00,99998.5
2025-09-05 16:30:00+00:00,99998.5
2025-09-05 16:30:00+00:00,99998.5
2025-09-05 16:30:00+00:00,99998.5
2025-09-05 16:35:00+00:00,99998.5
2025-09-05 16:35:00+00:00,99998.5
2025-09-05 16:35:00+00:00,99998.5
2025-09-05 16:35:00+00:00,99998.5
2025-09-05 16:35:00+00:00,99998.5
2025-09-05 16:35:00+00:00,99982.61859411001
2025-09-05 16:35:00+00:00,99982.61859411001
2025-09-05 16:35:00+00:00,99982.61859411001
2025-09-05 16:35:00+00:00,99982.61859411001
2025-09-05 16:40:00+00:00,99982.61859411001
2025-09-05 16:40:00+00:00,99982.61859411001
2025-09-05 16:40:00+00:00,99982.61859411001
2025-09-05 16:40:00+00:00,100043.20308023691
2025-09-05 16:40:00+00:00,100043.20308023691
2025-09-05 16:40:00+00:00,100043.20308023691
2025-09-05 16:40:00+00:00,100043.20308023691
2025-09-05 16:45:00+00:00,100043.20308023691
2025-09-05 16:45:00+00:00,100043.20308023691
2025-09-05 16:45:00+00:00,100043.20308023691
2025-09-05 16:45:00+00:00,100043.20308023691
2025-09-05 16:45:00+00:00,100043.20308023691
2025-09-05 16:45:00+00:00,100043.20308023691
2025-09-05 16:50:00+00:00,100043.20308023691
2025-09-05 16:50:00+00:00,100043.20308023691
2025-09-05 16:50:00+00:00,100043.20308023691
2025-09-05 16:50:00+00:00,100043.20308023691
2025-09-05 16:50:00+00:00,100043.20308023691
2025-09-05 16:55:00+00:00,100043.20308023691
2025-09-05 16:55:00+00:00,100043.20308023691
2025-09-05 16:55:00+00:00,100043.20308023691
2025-09-05 16:55:00+00:00,100043.20308023691
2025-09-05 16:55:00+00:00,100039.67399579287
2025-09-05 16:55:00+00:00,100039.67399579287
2025-09-05 16:55:00+00:00,100039.67399579287
2025-09-05 16:55:00+00:00,100039.67399579287
2025-09-05 17:00:00+00:00,100039.67399579287
2025-09-05 17:00:00+00:00,100039.67399579287
2025-09-05 17:00:00+00:00,100039.67399579287
2025-09-05 17:00:00+00:00,100039.67399579287
2025-09-05 17:00:00+00:00,100039.67399579287
2025-09-05 17:00:00+00:00,100039.67399579287
2025-09-05 17:00:00+00:00,100039.67399579287
2025-09-05 17:05:00+00:00,100039.67399579287
2025-09-05 17:05:00+00:00,100039.67399579287
2025-09-05 17:05:00+00:00,100039.67399579287
2025-09-05 17:05:00+00:00,100039.67399579287
2025-09-05 17:05:00+00:00,100017.91049033403
2025-09-05 17:05:00+00:00,100017.91049033403
2025-09-05 17:05:00+00:00,100017.91049033403
2025-09-05 17:05:00+00:00,100017.91049033403
2025-09-05 17:10:00+00:00,100017.91049033403
2025-09-05 17:10:00+00:00,100017.91049033403
2025-09-05 17:10:00+00:00,100017.91049033403
2025-09-05 17:10:00+00:00,100017.91049033403
2025-09-05 17:10:00+00:00,100017.91049033403
2025-09-05 17:10:00+00:00,100017.91049033403
2025-09-05 17:10:00+00:00,100017.91049033403
2025-09-05 17:15:00+00:00,100017.91049033403
2025-09-05 17:15:00+00:00,100017.91049033403
2025-09-05 17:15:00+00:00,100017.91049033403
2025-09-05 17:15:00+00:00,100056.14352399111
2025-09-05 17:15:00+00:00,100056.14352399111
2025-09-05 17:15:00+00:00,100056.14352399111
2025-09-05 17:15:00+00:00,100056.14352399111
2025-09-05 17:20:00+00:00,100056.14352399111
2025-09-05 17:20:00+00:00,100056.14352399111
2025-09-05 17:20:00+00:00,100056.14352399111
2025-09-05 17:20:00+00:00,100056.14352399111
2025-09-05 17:20:00+00:00,100019.0869102478
2025-09-05 17:20:00+00:00,100019.0869102478
2025-09-05 17:20:00+00:00,100019.0869102478
2025-09-05 17:20:00+00:00,100019.0869102478
2025-09-05 17:25:00+00:00,100019.0869102478
2025-09-05 17:25:00+00:00,100019.0869102478
2025-09-05 17:25:00+00:00,100019.0869102478
2025-09-05 17:25:00+00:00,100019.0869102478
2025-09-05 17:25:00+00:00,100016.14594811201
2025-09-05 17:25:00+00:00,100016.14594811201
2025-09-05 17:25:00+00:00,100016.14594811201
2025-09-05 17:25:00+00:00,100016.14594811201
2025-09-05 17:30:00+00:00,100016.14594811201
2025-09-05 17:30:00+00:00,100016.14594811201
2025-09-05 17:30:00+00:00,100016.14594811201
2025-09-05 17:30:00+00:00,100016.14594811201
2025-09-05 17:30:00+00:00,100016.14594811201
2025-09-05 17:30:00+00:00,100013.49895948172
2025-09-05 17:30:00+00:00,100013.49895948172
2025-09-05 17:30:00+00:00,100013.49895948172
2025-09-05 17:30:00+00:00,100013.49895948172
2025-09-05 17:35:00+00:00,100013.49895948172
2025-09-05 17:35:00+00:00,100013.49895948172
2025-09-05 17:35:00+00:00,100013.49895948172
2025-09-05 17:35:00+00:00,100013.49895948172
2025-09-05 17:35:00+00:00,100013.49895948172
2025-09-05 17:35:00+00:00,100013.49895948172
2025-09-05 17:35:00+00:00,100013.49895948172
2025-09-05 17:40:00+00:00,100013.49895948172
2025-09-05 17:40:00+00:00,100013.49895948172
2025-09-05 17:40:00+00:00,100013.49895948172
2025-09-05 17:40:00+00:00,100013.49895948172
2025-09-05 17:40:00+00:00,99991.41204923391
2025-09-05 17:40:00+00:00,99989.91204923391
2025-09-05 17:40:00+00:00,99989.91204923391
2025-09-05 17:40:00+00:00,99989.91204923391
2025-09-05 17:45:00+00:00,99989.91204923391
2025-09-05 17:45:00+00:00,99989.91204923391
2025-09-05 17:45:00+00:00,99989.91204923391
2025-09-05 17:45:00+00:00,99989.91204923391
2025-09-05 17:45:00+00:00,99989.91204923391
2025-09-05 17:45:00+00:00,100031.21200984716
2025-09-05 17:45:00+00:00,100031.21200984716
2025-09-05 17:45:00+00:00,100031.21200984716
2025-09-05 17:50:00+00:00,100031.21200984716
2025-09-05 17:50:00+00:00,100031.21200984716
2025-09-05 17:50:00+00:00,100031.21200984716
2025-09-05 17:50:00+00:00,100031.21200984716
2025-09-05 17:50:00+00:00,100031.21200984716
2025-09-05 17:50:00+00:00,100031.21200984716
2025-09-05 17:50:00+00:00,100070.19918054342
2025-09-05 17:50:00+00:00,100070.19918054342
2025-09-05 17:50:00+00:00,100070.19918054342
2025-09-05 17:55:00+00:00,100070.19918054342
2025-09-05 17:55:00+00:00,100070.19918054342
2025-09-05 17:55:00+00:00,100070.19918054342
2025-09-05 17:55:00+00:00,100070.19918054342
2025-09-05 17:55:00+00:00,100070.19918054342
2025-09-05 17:55:00+00:00,100021.87813800573
2025-09-05 17:55:00+00:00,100021.87813800573
2025-09-05 17:55:00+00:00,100021.87813800573
2025-09-05 18:00:00+00:00,100021.87813800573
2025-09-05 18:00:00+00:00,100021.87813800573
2025-09-05 18:00:00+00:00,100021.87813800573
2025-09-05 18:00:00+00:00,100021.87813800573
2025-09-05 18:00:00+00:00,100021.87813800573
2025-09-05 18:00:00+00:00,100027.08191531897
2025-09-05 18:00:00+00:00,100027.08191531897
2025-09-05 18:00:00+00:00,100027.08191531897
2025-09-05 18:05:00+00:00,100027.08191531897
2025-09-05 18:05:00+00:00,100027.08191531897
2025-09-05 18:05:00+00:00,100027.08191531897
2025-09-05 18:05:00+00:00,100027.08191531897
2025-09-05 18:05:00+00:00,100093.16204923391
2025-09-05 18:05:00+00:00,100093.16204923391
2025-09-05 18:05:00+00:00,100093.16204923391
2025-09-05 18:10:00+00:00,100093.16204923391
2025-09-05 18:10:00+00:00,100093.16204923391
2025-09-05 18:10:00+00:00,100093.16204923391
2025-09-05 18:10:00+00:00,100093.16204923391
2025-09-05 18:10:00+00:00,100093.16204923391
2025-09-05 18:10:00+00:00,100116.44202560186
2025-09-05 18:10:00+00:00,100116.44202560186
2025-09-05 18:10:00+00:00,100116.44202560186
2025-09-05 18:15:00+00:00,100116.44202560186
2025-09-05 18:15:00+00:00,100116.44202560186
2025-09-05 18:15:00+00:00,100116.44202560186
2025-09-05 18:15:00+00:00,100116.44202560186
2025-09-05 18:15:00+00:00,100116.44202560186
2025-09-05 18:15:00+00:00,100116.44202560186
2025-09-05 18:15:00+00:00,100116.44202560186
2025-09-05 18:15:00+00:00,100116.44202560186
2025-09-05 18:20:00+00:00,100116.44202560186
2025-09-05 18:20:00+00:00,100116.44202560186
2025-09-05 18:20:00+00:00,100116.44202560186
2025-09-05 18:20:00+00:00,100116.44202560186
2025-09-05 18:20:00+00:00,100116.44202560186
2025-09-05 18:20:00+00:00,100116.44202560186
2025-09-05 18:20:00+00:00,100116.44202560186
2025-09-05 18:20:00+00:00,100116.44202560186
2025-09-05 18:25:00+00:00,100116.44202560186
2025-09-05 18:25:00+00:00,100116.44202560186
2025-09-05 18:25:00+00:00,100116.44202560186
2025-09-05 18:25:00+00:00,100116.44202560186
2025-09-05 18:25:00+00:00,100116.44202560186
2025-09-05 18:25:00+00:00,100116.44202560186
2025-09-05 18:25:00+00:00,100116.44202560186
2025-09-05 18:25:00+00:00,100116.44202560186
2025-09-05 18:30:00+00:00,100116.44202560186
2025-09-05 18:30:00+00:00,100116.44202560186
2025-09-05 18:30:00+00:00,100116.44202560186
2025-09-05 18:30:00+00:00,100116.44202560186
2025-09-05 18:30:00+00:00,100116.44202560186
2025-09-05 18:30:00+00:00,100116.44202560186
2025-09-05 18:30:00+00:00,100116.44202560186
2025-09-05 18:35:00+00:00,100116.44202560186
2025-09-05 18:35:00+00:00,100116.44202560186
2025-09-05 18:35:00+00:00,100116.44202560186
2025-09-05 18:35:00+00:00,100116.44202560186
2025-09-05 18:35:00+00:00,100116.44202560186
2025-09-05 18:35:00+00:00,100116.44202560186
2025-09-05 18:35:00+00:00,100116.44202560186
2025-09-05 18:35:00+00:00,100116.44202560186
2025-09-05 18:40:00+00:00,100116.44202560186
2025-09-05 18:40:00+00:00,100116.44202560186
2025-09-05 18:40:00+00:00,100116.44202560186
2025-09-05 18:40:00+00:00,100116.44202560186
2025-09-05 18:40:00+00:00,100116.44202560186
2025-09-05 18:40:00+00:00,100116.44202560186
2025-09-05 18:40:00+00:00,100116.44202560186
2025-09-05 18:40:00+00:00,100116.44202560186
2025-09-05 18:45:00+00:00,100116.44202560186
2025-09-05 18:45:00+00:00,100116.44202560186
2025-09-05 18:45:00+00:00,100116.44202560186
2025-09-05 18:45:00+00:00,100116.44202560186
2025-09-05 18:45:00+00:00,100116.44202560186
2025-09-05 18:45:00+00:00,100116.44202560186
2025-09-05 18:45:00+00:00,100116.44202560186
2025-09-05 18:50:00+00:00,100116.44202560186
2025-09-05 18:50:00+00:00,100116.44202560186
2025-09-05 18:50:00+00:00,100116.44202560186
2025-09-05 18:50:00+00:00,100114.94202560186
2025-09-05 18:50:00+00:00,100114.94202560186
2025-09-05 18:50:00+00:00,100114.94202560186
2025-09-05 18:50:00+00:00,100114.94202560186
2025-09-05 18:55:00+00:00,100114.94202560186
2025-09-05 18:55:00+00:00,100114.94202560186
2025-09-05 18:55:00+00:00,100114.94202560186
2025-09-05 18:55:00+00:00,100113.1360847354
2025-09-05 18:55:00+00:00,100113.1360847354
2025-09-05 18:55:00+00:00,100113.1360847354
2025-09-05 18:55:00+00:00,100113.1360847354
2025-09-05 19:00:00+00:00,100113.1360847354
2025-09-05 19:00:00+00:00,100113.1360847354
2025-09-05 19:00:00+00:00,100113.1360847354
2025-09-05 19:00:00+00:00,100113.1360847354
2025-09-05 19:00:00+00:00,100170.92816597223
2025-09-05 19:00:00+00:00,100170.92816597223
2025-09-05 19:00:00+00:00,100170.92816597223
2025-09-05 19:00:00+00:00,100170.92816597223
2025-09-05 19:05:00+00:00,100170.92816597223
2025-09-05 19:05:00+00:00,100170.92816597223
2025-09-05 19:05:00+00:00,100170.92816597223
2025-09-05 19:05:00+00:00,100170.92816597223
2025-09-05 19:05:00+00:00,100170.92816597223
2025-09-05 19:05:00+00:00,100170.92816597223
2025-09-05 19:05:00+00:00,100170.92816597223
2025-09-05 19:10:00+00:00,100170.92816597223
2025-09-05 19:10:00+00:00,100170.92816597223
2025-09-05 19:10:00+00:00,100170.92816597223
2025-09-05 19:10:00+00:00,100170.92816597223
2025-09-05 19:10:00+00:00,100158.286041677
2025-09-05 19:10:00+00:00,100158.286041677
2025-09-05 19:10:00+00:00,100158.286041677
2025-09-05 19:10:00+00:00,100158.286041677
2025-09-05 19:15:00+00:00,100158.286041677
2025-09-05 19:15:00+00:00,100158.286041677
2025-09-05 19:15:00+00:00,100158.286041677
2025-09-05 19:15:00+00:00,100158.286041677
2025-09-05 19:15:00+00:00,100170.92816597223
2025-09-05 19:15:00+00:00,100170.92816597223
2025-09-05 19:15:00+00:00,100170.92816597223
2025-09-05 19:15:00+00:00,100170.92816597223
2025-09-05 19:20:00+00:00,100170.92816597223
2025-09-05 19:20:00+00:00,100170.92816597223
2025-09-05 19:20:00+00:00,100170.92816597223
2025-09-05 19:20:00+00:00,100170.92816597223
2025-09-05 19:20:00+00:00,100170.92816597223
2025-09-05 19:20:00+00:00,100170.92816597223
2025-09-05 19:20:00+00:00,100170.92816597223
2025-09-05 19:25:00+00:00,100170.92816597223
2025-09-05 19:25:00+00:00,100170.92816597223
2025-09-05 19:25:00+00:00,100170.92816597223
2025-09-05 19:25:00+00:00,100170.92816597223
2025-09-05 19:25:00+00:00,100170.92816597223
2025-09-05 19:25:00+00:00,100170.92816597223
2025-09-05 19:30:00+00:00,100170.92816597223
2025-09-05 19:30:00+00:00,100170.92816597223
2025-09-05 19:30:00+00:00,100170.92816597223
2025-09-05 19:30:00+00:00,100170.92816597223
2025-09-05 19:30:00+00:00,100170.92816597223
2025-09-05 19:30:00+00:00,100170.92816597223
2025-09-05 19:30:00+00:00,100170.92816597223
2025-09-05 19:35:00+00:00,100170.92816597223
2025-09-05 19:35:00+00:00,100170.92816597223
2025-09-05 19:35:00+00:00,100170.92816597223
2025-09-05 19:35:00+00:00,100170.92816597223
2025-09-05 19:35:00+00:00,100146.24601727724
2025-09-05 19:35:00+00:00,100146.24601727724
2025-09-05 19:35:00+00:00,100146.24601727724
2025-09-05 19:35:00+00:00,100146.24601727724
2025-09-05 19:40:00+00:00,100146.24601727724
2025-09-05 19:40:00+00:00,100146.24601727724
2025-09-05 19:40:00+00:00,100146.24601727724
2025-09-05 19:40:00+00:00,100150.7610488534
2025-09-05 19:40:00+00:00,100150.7610488534
2025-09-05 19:40:00+00:00,100150.7610488534
2025-09-05 19:40:00+00:00,100150.7610488534
2025-09-05 19:45:00+00:00,100150.7610488534
2025-09-05 19:45:00+00:00,100150.7610488534
2025-09-05 19:45:00+00:00,100150.7610488534
2025-09-05 19:45:00+00:00,100150.7610488534
2025-09-05 19:45:00+00:00,100207.34910970926
2025-09-05 19:45:00+00:00,100207.34910970926
2025-09-05 19:45:00+00:00,100207.34910970926
2025-09-05 19:45:00+00:00,100207.34910970926
2025-09-05 19:50:00+00:00,100207.34910970926
2025-09-05 19:50:00+00:00,100207.34910970926
2025-09-05 19:50:00+00:00,100207.34910970926
2025-09-05 19:50:00+00:00,100207.34910970926
2025-09-05 19:50:00+00:00,100187.18217200041
2025-09-05 19:50:00+00:00,100187.18217200041
2025-09-05 19:50:00+00:00,100187.18217200041
2025-09-05 19:50:00+00:00,100187.18217200041
2025-09-05 19:55:00+00:00,100187.18217200041
2025-09-05 19:55:00+00:00,100187.18217200041
2025-09-05 19:55:00+00:00,100187.18217200041
2025-09-05 19:55:00+00:00,100187.18217200041
