datetime,close,high,low,open,volume
,ONMD,ONMD,ONMD,ONMD,ONMD
2025-09-05 13:30:00+00:00,0.8586999773979187,0.8723000288009644,0.8460000157356262,0.8460000157356262,80004
2025-09-05 13:35:00+00:00,0.8723000288009644,0.8723000288009644,0.8174999952316284,0.8586999773979187,39803
2025-09-05 13:40:00+00:00,0.8700000047683716,0.8700000047683716,0.8575000166893005,0.8575000166893005,989
2025-09-05 13:45:00+00:00,0.8700000047683716,0.8700000047683716,0.8700000047683716,0.8700000047683716,13
2025-09-05 13:50:00+00:00,0.8450000286102295,0.8700000047683716,0.8450000286102295,0.8700000047683716,2074
2025-09-05 14:00:00+00:00,0.8700000047683716,0.8700000047683716,0.8450000286102295,0.8575000166893005,1804
2025-09-05 14:05:00+00:00,0.8700000047683716,0.8700000047683716,0.8525000214576721,0.8700000047683716,4605
2025-09-05 14:10:00+00:00,0.8700000047683716,0.8700000047683716,0.8700000047683716,0.8700000047683716,103
2025-09-05 14:15:00+00:00,0.8500000238418579,0.8500000238418579,0.8500000238418579,0.8500000238418579,2119
2025-09-05 14:20:00+00:00,0.8690000176429749,0.8690000176429749,0.8452000021934509,0.8465999960899353,5807
2025-09-05 14:25:00+00:00,0.8690000176429749,0.8690000176429749,0.8690000176429749,0.8690000176429749,0
2025-09-05 14:30:00+00:00,0.8452000021934509,0.8452000021934509,0.8452000021934509,0.8452000021934509,137640
2025-09-05 14:40:00+00:00,0.8500000238418579,0.8503000140190125,0.8500000238418579,0.8503000140190125,1214
2025-09-05 14:45:00+00:00,0.8537999987602234,0.8537999987602234,0.8479999899864197,0.8537999987602234,991
2025-09-05 14:55:00+00:00,0.8697999715805054,0.8697999715805054,0.8482000231742859,0.8482000231742859,1419
2025-09-05 15:00:00+00:00,0.8697999715805054,0.8697999715805054,0.8500000238418579,0.8500000238418579,26131
2025-09-05 15:05:00+00:00,0.85589998960495,0.8571000099182129,0.8519999980926514,0.8519999980926514,2458
2025-09-05 15:10:00+00:00,0.8547999858856201,0.8547999858856201,0.8547999858856201,0.8547999858856201,1601
2025-09-05 15:20:00+00:00,0.8700000047683716,0.8700000047683716,0.8500999808311462,0.8500999808311462,750
2025-09-05 15:30:00+00:00,0.8539000153541565,0.8555999994277954,0.8539000153541565,0.8555999994277954,1309
2025-09-05 15:40:00+00:00,0.8700000047683716,0.8700000047683716,0.8499000072479248,0.8511000275611877,2393
2025-09-05 15:45:00+00:00,0.8600000143051147,0.8600000143051147,0.8600000143051147,0.8600000143051147,3621
2025-09-05 15:50:00+00:00,0.8700000047683716,0.8700000047683716,0.8533999919891357,0.8533999919891357,1293
2025-09-05 16:00:00+00:00,0.8539999723434448,0.8539999723434448,0.8539999723434448,0.8539999723434448,987
2025-09-05 16:05:00+00:00,0.8700000047683716,0.8700000047683716,0.8700000047683716,0.8700000047683716,125
2025-09-05 16:15:00+00:00,0.8519999980926514,0.8700000047683716,0.8399999737739563,0.8519999980926514,1172
2025-09-05 16:20:00+00:00,0.8461999893188477,0.8461999893188477,0.8461999893188477,0.8461999893188477,2035
2025-09-05 16:25:00+00:00,0.8700000047683716,0.8700000047683716,0.8700000047683716,0.8700000047683716,4088
2025-09-05 16:30:00+00:00,0.8500000238418579,0.8500000238418579,0.8500000238418579,0.8500000238418579,172
2025-09-05 16:35:00+00:00,0.8446000218391418,0.8700000047683716,0.8446000218391418,0.8700000047683716,1568
2025-09-05 16:40:00+00:00,0.8651999831199646,0.8651999831199646,0.8651999831199646,0.8651999831199646,17164
